,Title,Relevant
1753,cruise is laying off 8% of staff as the coronavirus pandemic hits self-driving startups (gm),1
1754,trump says the uk's coronavirus plan for 'herd immunity' would have been 'catastrophic' and caused 'a lot of death',1
1755,apple releases apple maps mobility data trends tool to help mitigate covid-19 spread,1
1756,whats different about hiring data scientists in 2020?,1
1757,climateview raises $2.5 million for its toolkit to visualize climate mitigation plans,1
1758,google photos wont automatically back up your whatsapp and facebook images,1
1759,apple @ work: what does device deployment look like during work from home?,1
1760,an update on exposure notifications,1
1761,apple makes it (slightly) less annoying to unlock your iphone with a mask on,1
1762,the morning after: we reviewed ios 14,1
1763,the coronavirus outbreak could change the way we work î here's 4 ways to prepare your company and avoid any setbacks,1
1764,"could a janky, jury-rigged air purifier help fight covid-19?",1
1765,how to unlock your iphone even faster while wearing a face mask,1
1766,these smart products can help you keep your place clean,1
1767,the morning after: you can buy a boston dynamics robot for $75k,1
1768,tell us what youre making for front-line covid-19 workers,1
1769,"how to create the best at-home videoconferencing setup, for every budget",1
1770,"questions for your prospective therapist, from your own couch",1
1771,covid-19 could outwit science unless knowledge stays current: um study - um today,1
1772,ibm bets on ai and robotics to speed up drug discovery,1
1773,coronavirus face masks: why men are less likely to wear masks,1
1774,deem journal amplifies marginalized voices in design,1
1775,local governments warm to mit coronavirus-tracking app - cnet,1
1776,the tech industry can be an accelerator for change. here's how,1
1777,ibm's call for code competition has tackled some of the world's most pressing challenges. now it's taking on covid-19 and climate change.,1
1778,hub security raises $5m series a for its cryptography platform,1
1779,"in times of crisis, innovations skyrocket",1
1780,"aws, ibm launch programs to encourage developers solving covid-19 problems",1
1781,how speculation around covid-19 immunity passports sparked an arms race among digital id startups,1
1782,six leading investors assess the remote-work startup landscape,1
1783,he designed peloton and soulcycle bikes. now he's made a tool to stop covid-19,1
1784,covid-19 made your data set worthless. now what?,1
1785,update: amazon announces $2 billion climate pledge fund,1
1786,experts call for independent commission separate from fda to review covid-19 vaccines - fox5sandiego.com,1
1787,"covid-19: guarding against burnout, compassion fatigue and trauma in frontline healthcare workers",1
1788,meridian bioscience inc (vivo) q2 2020 earnings call transcript,1
1789,when safety measures lead to riskier behavior by more people,1
1790,rotational workers get conflicting information on self-isolating from n.s. government - global news,1
1791,telemedicine company doctor on demand bets on coronavirus changes with big medicare push,1
1792,crucial advice from a covid-19 survivor: everyone should have this $25 device,1
1793,heart of the matter,1
1794,apple watch series 6 ongoing review: what stands out after a day on my wrist - cnet,1
1795,flutter tutorial for beginners,1
1796,"what is a pulse oximeter, and should you buy one for coronavirus?",1
1797,"connected living announces global partnership with temi, a companion device and telehealth delivery robot, in response to covid-19",1
1798,heres why apple didnt need fdas clearance for blood oxygen monitoring on its new watch,1
1799,hospital technicians ignore copyright law to fight covid-19,1
1800,we treated older coronavirus patients. heres how to save more of them.,1
1801,24 hours with apple watch series 6: the blood oxygen sensor could be pretty cool - cnet,1
1802,"the nba bubble has rolled out some wild technology to help keep players, coaches, and staff covid-free î including a $300 smart ring that can monitor biometric data",1
1803,small devices can detect oxygen deprivation earlier from covid-19,1
1804,"inside the invasive, secretive úbosswareù tracking workers",1
1805,gloves arent just for covid-19: this one can be used to help diabetes patients,1
1806,building a home hospital: how the pandemic is advancing the next generation of telemedicine,1
1807,tech billionaire marc benioff wants every ceo to take a 'no-layoff' pledge as part of an 8 point plan to deal with coronavirus (crm),1
1808,'we underestimated it': an italian woman urges americans not to repeat the same mistake that left her home country vulnerable to becoming the new coronavirus epicenter,1
1809,labcorp launches first digital covid-19 service that improves the doctor and patient experience,1
1810,labcorp working with public health authorities on no-charge antibody test program to accelerate covid-19 blood plasma donation,1
1811,is it safe to return to your doctor?,1
1812,week-old covid-19 urology guidelines already outdated,1
1813,the race for a covid vaccine is on - but the 'anti-vax' background noise is only getting louder,1
1814,"white house officials reportedly blocked new, stricter fda guidelines on approving a covid-19 vaccine",1
1815,ònational scandal: er doctor slams trump administrations coronavirus testing logjam,1
1816,"coronavirus: south korea's 'trace, test and treat' approach",1
1817,"agility is how you do things, not just how you are organized",1
1818,talkspace helps remote therapists navigate regulatory hurdles,1
1819,will the coronavirus delay my cancer surgery?,1
1820,why so many americans are skeptical of a coronavirus vaccine,1
1821,how the health crisis has changed the digital world permanently,1
1822,"what you need to know about protecting your child's hearing, as online classes become the norm",1
1823,3 monster stocks in the making,1
1824,tv costume departments aid coronavirus fight,1
1825,trump says he won't wear a face mask in public despite federal health officials' recommendation,1
1826,the us government is spending millions to prevent a shortage of glass vaccine vials,1
1827,teradata brandvoice: why data matters,1
1828,5g will fundamentally modernize the global healthcare system,1
1829,the rise and fall of hydroxychloroquine,1
1830,drdos sample collection kiosk to combat spread,1
1831,learning the right lessons from the race for an effective covid-19 treatment,1
1832,doctor's note: coronavirus and patients with tb and hiv,1
1833,my patients ignoring covid-19 guidelines is bad. their reasons why are worse.,1
1834,study finds smoking reduces chance of getting coronavirus symptoms,1
1835,this ones important: designing clinical trials for coronavirus treatments and vaccines,1
1836,experts issue recommendations for patients with rectal cancer during the covid-19 pandemic - cancer network,1
1837,how single cough spreads across supermarket...,1
1838,telehealth gets a boost from covid-19 pandemic,1
1839,3 stocks to buy after the coronavirus crash,1
1840,'have we just discovered a new mechanism of stroke?': why covid-19 patients' organs are failing,1
1841,5 examples of effective b2b content marketing in times of crisis,1
1842,is abbott labs stock a screaming buy because of its game-changing covid-19 test?,1
1843,9 stocks for a post-pandemic world,1
1844,unconventional product designs that help you keep calm and carry on during quarantine!,1
1845,key self-care strategies for clinicians amidst covid-19,1
1846,coronavirus morning headlines as boris johnson reveals ¬£100bn mass testing plan for whole of uk - wales online,1
1847,huma teams up with cambridge university for remote patient covid-19 study,1
1848,building a real-time patient monitoring system with go and vue,1
1849,6 top vcs share why an often-neglected part of the biotech industry is set to take off in the next 12 months,1
1850,the italian covid contact-tracing app is now developed in open source,1
1851,how technology is improving access and empowering older adults to embrace telehealth,1
1852,pulse oximeters are back in stockîhere's why you may want one,1
1853,nobel laureate jennifer doudna shares her perspective on covid-19 and crispr,1
1854,something worse than the coronavirus could be on the way -- here's how you can invest accordingly,1
1855,'ohana health plan encourages flu vaccination during the covid-19 pandemic - stockhouse,1
1856,covid-19: how to make indoor spaces safer,1
1857,dispensed: coronavirus hospitalizations are rising again î healthcare ceos avoid donations to trump î tech titans take on healthcare,1
1858,new york-based startup oscar health opened a fancy new headquarters in lower manhattan less than a year ago. now the ceo is working from home and rethinking the future of his offices.,1
1859,"amazon, google, microsoft, and facebook are transforming the $3.6 trillion healthcare industry. here's how they're using technology like machine learning to change the way scientists do research and help patients get care.",1
1860,"digital psychotherapy is now more accessible, thanks to data-driven healthcare tools",1
1861,"coronavirus (and 5g) will boost telecommuting, change our tech future",1
1862,3 industries that are no-brainer buys right now,1
1863,this 5-part shelter-in-place bundle is on sale for just $130,1
1864,3 top healthcare stocks you can buy now for less than $40,1
1865,the $20 billion self-driving startup cruise is adding to its leadership team even as autonomous-vehicle companies are hitting the brakes during the pandemic (gm),1
1866,one chart shows how many coronavirus tests per capita have been completed in 6 countries. the us has finally caught up.,1
1867,"risk of coronavirus outbreak in canada low, says federal chief medical officer of health - saltwire network",1
1868,#1 tech stock to buy after covid-19 crisis - the motley fool canada,1
1869,the 'next normal' for healthcare cisos,1
1870,the richest healthcare billionaires around the world 2020,1
1871,entrepreneurs: learn how companies made bold changes in wake of covid,1
1872,health+tech | embracing robotics in healthcare | news - jamaica gleaner,1
1873,"practicing medicine in the era of private equity, venture capital, and public markets",1
1874,mindful@home: mindfulness for healthcare workers during covid,1
1875,"michael smith returned 39% to investors last year and is outpacing most of his rivals again in 2020. he breaks down how his fund differentiates itself from the competition, and shares 4 of his top stock picks today.",1
1876,explainer: why singapore's covid-19 death rate is the world's lowest - reuters india,1
1877,why is singapore's covid-19 death rate the world's lowest - reuters india,1
1878,key u.s. medical group adds steroids to covid-19 treatment guidelines - reuters,1
1879,explainer: why singapore's covid-19 death rate is the world's lowest - reuters,1
1880,who stops hydroxychloroquine trials on covid-19 patients - rfi english,1
1881,"physicists exploring use of blu-ray disc lasers to kill covid-19, other viruses",1
1882,is there more upside for intuitive surgicals stock after a 50% rebound?,1
1883,exclusive: u.s. coronavirus testing threatened by shortage of critical lab materials,1
1884,is a silk face mask better for your skin? heres what an expert says,1
1885,the white house has halted mandatory covid-19 temperature checks and symptom screening for most visitors and staff,1
1886,digital transformation benefits beyond cost reduction,1
1887,how to effectively manage risk in the time of covid-19,1
1888,the pandemic accelerated tech-driven healthcare delivery; will it last? key thoughts from summa health cio tanya arthur - becker's hospital review,1
1889,intravenous immunoglobulin significantly reduces respiratory morbidity in covid-19 study supported by octapharma,1
1890,the antiviral drugs that can treat covid-19,1
1891,there really is a covid therapy that works. its called leronlimab.,1
1892,case 19-2020: a 74-year-old man with acute respiratory failure and unclear goals of care,1
1893,these kids are solving the worlds problems with their stem skills,1
1894,can dogs be trained to sniff out covid-19 coronavirus?,1
1895,exclusive: top fda official says would resign if agency rubber-stamps an unproven covid-19 vaccine - reuters,1
1896,how a trained physicist and an economist from siberia created a solution to one of healthcare's most pressing problems,1
1897,coronavirus outbreak highlights role of digital tools in energy efficiency projects,1
1898,a new cooling technology protects against severe heat & viral spread,1
1899,leaning on automation in lean times,1
1900,'pragmatic' asia fast-tracks hi-tech coronavirus solutions - eco-business,1
1901,one in three south korean covid-19 patients improve with remdesivir - reuters,1
1902,one in three south korean covid-19 patients improve with remdesivir - reuters india,1
1903,"madurai ready to face emergency situation, say officials",1
1904,touchless interaction in a post-covid-19 world,1
1905,"continuous air and surface defense targets a broad spectrum of viruses and bacteria including sars-cov-2, the virus that causes covid-19",1
1906,"no mask, no problem? the debate over face masks wages in movie theatres - cp24 toronto's breaking news",1
1907,refresh mask n95 personal air purification system review,1
1908,10 early prime day deals you can only get if you have prime,1
1909,face mask designs for a surreal future where wearing masks is humanitys new norm,1
1910,how to keep your face mask from irritating your skin,1
1911,10 popular face masks people keep buying over and over,1
1912,"with photoshop and lightroom, you can do almost anything with a photo. this training explains how.",1
1913,unique photographic technique shows importance of face masks amid pandemic,1
1914,masks are fashions new basic,1
1915,òtheyre just doing whatever they want: few masks are seen as beach town reopens,1
1916,delivery companies hand out safety gearîwith mixed results,1
1917,facebook bans face mask ads to fight coronavirus price gouging,1
1918,fact check: osha does recommend the use of face masks amid covid-19 - reuters,1
1919,timeline: in his own words: trump and the coronavirus - reuters,1
1920,timeline - in his own words: trump and the coronavirus - reuters india,1
1921,'wear a mask!' republicans change tune as covid-19 surges - reuters india,1
1922,'wear a mask!' republicans change tune as covid-19 surges - reuters,1
1923,'wear a mask!' republicans change tune as covid-19 surges - reuters uk,1
1924,3d printing: 10 ways it could transform the construction industry,1
1925,ios 13.5 makes it easier to unlock an iphone while wearing a mask,1
1926,keep your family healthy and safe during covid with these deals,1
1927,philosophy and psychology agree ì yelling at people who arent wearing masks wont work,1
1928,yelling at people who arent wearing masks wont work,1
1929,the critical role of healthcare philanthropy during the covid-19 pandemic,1
1930,"ban on hospital visitors has profound effect on patients, families",1
1931,mask-shaming wont work. try these things instead,1
1932,government will trial antigen swabs than can tell if someone has coronavirus in 20-minutes,1
1933,healthcare gets a booster dose,1
1934,tanzania study shows critical need to address infection control in health facilities,1
1935,"histalk interviews brent lang, ceo, vocera",1
1936,whats it like to be a healthcare worker in a pandemic?,1
1937,news 7/31/20,1
1938,13 companies ramping up their diversity & inclusion efforts,1
1939,trial of medical robots proving successful in bahrain,1
1940,"'absolutely safe' for nurses to wear same mask for hours while seeing covid-19 patients, top doctor says",1
1941,empower more people to take care of covid-19 patients: devi shetty,1
1942,a manhattan e.r. doctor recalls the lessons of 9/11 while treating coronavirus patients,1
1943,"'i am no hero. i am not ready to die': a new york nurse reveals the anguish, fear, and heartbreak of fighting the coronavirus pandemic",1
1944,six innovations to tackle coronavirus,1
1945,this diy kit turns an ikea box into a mask decontamination unit for hospitals on the brink,1
1946,15 retailers selling stylish face masksîand if theyre actually good - usa today,1
1947,"coronavirus concerns show increased need, demand for home care, experts say",1
1948,"essential workers like nurses and grocery store employees would get a $25,000 raise for working through the pandemic under new plan from senate democrats",1
1949,"covid-19 will have a lasting impact on nurses î¬†here's how we can be there for them, just as they've been here for us",1
1950,brits could get coronavirus vaccine as early as october ì with dentists and vets being trained to administer j - the sun,1
1951,"robots, drones and surveillance apps: the unexpected future of medicine",1
1952,how to use focus as your north star in a crisis,1
1953,covid-19: africa's health workers at risk,1
1954,how to care for your skin while wearing a face mask,1
1955,the úwomans workù of the pandemic,1
1956,makers community comes together to 3d-print 'ear savers' for covid-19 healthcare workers,1
1957,"coronavirus could live in air for hours and on surfaces for days, study suggests",1
1958,"l.a. county tells healthcare workers to reuse masks, gowns amid shortage",1
1959,"best ellipticals under $1,500 for your home gym - cnet",1
1960,"covid-19 daily: ground zero hospital, ppe fights",1
1961,covid-19 test could deliver results in 10 minutes,1
1962,colleagues mourn italian 'hero' physician killed by covid-19,1
1963,the pandemic should change the way we talk about dying,1
1964,a covid-19 vaccine may be only 50% effective. is that good enough?,1
1965,e4 launches six healthcare 2.0 solution 'bots' to support hospitals dealing with covid-19 business impacts,1
1966,at-home coronavirus testing might be too good to be true,1
1967,trump's doctors can only legally share health information that the president authorizes î which is why we don't get the full picture,1
1968,coronavirus vaccines may not work for the elderly--and this lab aims to change that,1
1969,"'without evidence': once again, fda expands use of covid-19 treatment without research to back it up",1
1970,athenahealth launches new ehr-embedded telehealth tool,1
1971,abiomeds response to the covid-19 pandemic,1
1972,how lg is repurposing its tech to address the coronavirus - cnet,1
1973,fda enacts stricter rules for antibody tests after congressional investigation,1
1974,antibiotic-sparing gonorrhea diagnostic wins federal funding,1
1975,"canadian tech companies answering call for products, services to fight coronavirus - global news",1
1976,fitbit introduces ready for work solution to help employers manage workplace health and safety during the covid-19 pandemic,1
1977,"h4d raises ‚Ç¨15m to improve access to healthcare with its telemedicine pod, the consult station¬Æ",1
1978,galaxy watch 3 review: a stunning smartwatch with a couple missing pieces - cnet,1
1979,galaxy watch 3 review: a stunning smartwatch with spo2 tracking and ecg - cnet,1
1980,crowdoptic's ai allows for live-streaming of surgical operations,1
1981,the extremely relatable things these health care workers do to make it through the impossible,1
1982,how to make your face mask more comfortable to wear - cnet,1
1983,the political battle over masks is making us lose the war on covid-19,1
1984,where to buy clear face masks that display your winning smile - cnet,1
1985,pelosi and mcconnell resist testing for lawmakers as anxiety spikes,1
1986,face mask hurting your ears? how to make your covering more comfortable - cnet,1
1987,"how to make a face mask or covering at home: find patterns, cloth, premade masks - cnet",1
1988,"cracking the code on a cheap, reusable coronavirus mask - cnet",1
1989,can estrogen and other sex hormones help men survive covid-19?,1
1990,inexpensive steroid dexamethasone is the first drug to reduce deaths from covid-19 - the washington post,1
1991,utah doctor explains reasoning behind new mask requirements - ksl.com,1
1992,could this be a possible treatment for covid-19?,1
1993,"icmr allows use of hcq among healthcare workers in containment zones, non-covid hospitals - zee news",1
1994,trump coronavirus: president's condition may be entering crucial stage,1
1995,trump coronavirus: presidents condition may be entering crucial stage,1
1996,coronavirus basics too many people never learned,1
1997,"estrogen, other sex hormones help men survive?",1
1998,is it safe to try on clothes in reopened stores now?,1
1999,are you wearing your face mask correctly?,1
2000,can estrogen and other sex hormones help men survive covid-19?,1
2001,a promising new covid-19 drug isn't new to mountaineers,1
2002,but america facing monkey shortage!,1
2003,stop rolling back expanded practice licenses for nurse practitioners,1
2004,a design award and competition 2019ì2020 winners announced!,1
2005,"questions about covid-19, answered by a group of doctors",1
2006,"spero therapeutics, inc. (spro) q2 2020 earnings call transcript",1
2007,trump's covid case could be entering a crucial stage,1
2008,fibrogen inc (fgen) q4 2019 earnings call transcript,1
2009,"opinion: 'it's a matter of when we health workers get this coronavirus, not if'. notes from a doctor at the frontline",1
2010,spate of new research supports wearing masks to control coronavirus spread,1
2011,u.s. hospitals need to study how well remdesivir really works,1
2012,how to prepare and stock up for a coronavirus quarantine - cnet,1
2013,importance of telemedicine training for healthcare workers in nigeria,1
2014,a cheap steroid is the first drug shown to reduce death in covid-19 patients,1
2015,experts predict what life will be like after a covid-19 vaccine arrives,1
2016,"in northern virginia, a grassroots push to help latinos combat coronavirus",1
2017,could prayers heal covid-19 patients? indian-american physician launches study to find out - republic world - republic world,1
2018,indian-american physician launches study to find if prayers could heal covid patients - the asian age,1
2019,indian-american physician launches study to find if prayers could heal covid-19 patients,1
2020,indian-american physician launches study to find if prayers could heal covid-19 patients - hindustan times,1
2021,indian-american physician launches study to find if prayers could heal covid-19 patients - news18,1
2022,labcorp developing options to prioritize covid-19 testing for inpatient population in support of guidance from the white house coronavirus task force,1
2023,study considers power of prayer to heal covid-19 patients - the siasat daily,1
2024,how early modern empire changed medicine,1
2025,labcorp significantly expands availability of its covid-19 at-home collection test kit,1
2026,where to buy clear face masks to display your smile - cnet,1
2027,"16 minutes on the news #39: a faster, cheaper test î will it really democratize coronavirus testing?",1
2028,how to make a face mask or covering at home to help prevent coronavirus spread - cnet,1
2029,"living with face masks: how to stow them, reuse disposables and more",1
2030,doctors are begging designers to make reusable hospital gowns for them,1
2031,everything you need to know about wearing masksîuntil the cdc tells us more,1
2032,a guide to staying safe during the economic re-opening from a former òhot zone physician,1
2033,5 reasons why telehealth is here to stay (covid-19 and beyond),1
2034,the future of healthcare iii: how the current pandemic could ironically advance healthcare as an industry,1
2035,four reasons hospitals often put the brakes on new technologies,1
2036,how this emergency medical physician plans to bring mobile icu units to hospitals across america for covid-19 patients & healthcare workers,1
2037,why postpartum depression screening is more essential than ever,1
2038,"covidpulse allows pharma companies to compare pre-covid physician and patient treatment, prescribing, and compliance behaviors to current behaviors",1
2039,sap brandvoice: how a leading construction company ensures the safety and well-being of its workforce,1
2040,servicenow brandvoice: q&a: can a pandemic spur better patient experiences?,1
2041,going back to the gym? here's what you need to stay safe,1
2042,the family of a 34-year-old father in a 2-week coma with covid-19 says a 'bureaucratic glitch' has kept him from accessing potentially life-saving treatment,1
2043,permanent nerve damage for some covid-19 survivors,1
2044,there's data missing from the flatten the curve chart,1
2045,inside the paradise bubble,1
2046,òplandemic documentary,1
2047,dogs are now being trained to sniff out people who have the coronavirus even before they show symptoms. here's how this could work,1
2048,clinicians and scientists apply symptom tracking to covid-19 outpatient care using famotidine,1
2049,clinical trials press on for conditions other than covid-19. will the pandemics effects sneak into their data?,1
2050,"victorians, and anyone else at risk, should now be wearing face masks. here's how to make one",1
2051,america is facing a monkey shortage,1
2052,should you volunteer for a covid-19 vaccine trial? here's what you need to know.,1
2053,which companies are leading the coronavirus vaccine race? - fox business,1
2054,unmasking the racial politics of the coronavirus pandemic,1
2055,"todays cache | nasas curiosity team operates mars from their homes, and more",1
2056,unmasking the racial politics of the coronavirus pandemic,1
2057,"this experimental patch can painlessly check your glucose levels, scientists say",1
2058,san diego is embracing coronavirus-combating tech - voice of san diego,1
2059,menopausal women may be denied entry to airports using temperature scanners for covid-19,1
2060,these scientists are using machine learning to listen to nature (literally),1
2061,china is now shipping coronavirus test kits and masks to the u.s.,1
2062,the u.s. needs masks to fight coronavirus. but supplies from china fell as demand rose,1
2063,scientists reveal an alarming unintended consequence of wearing masks,1
2064,the myth of a covid-19 vaccine to the rescue,1
2065,"nobel prizes and covid-19: slow, basic science may pay off - associated press",1
2066,russian scientists invent a technology allowing to study viruses more efficiently,1
2067,learn from funda: how to use digital feedback to act on changing customers needs in 2020,1
2068,the untold story of moderna as the biotech's coronavirus vaccine faces a test that could make it one of the most consequential startups of all time (mrna),1
2069,why does the fashion industry care less about garment workers in other countries?,1
2070,famed aids researcher is racing to find a coronavirus treatment,1
2071,scientists are raising questions about a new study suggesting hydroxychloroquine is deadly,1
2072,"covid-19 daily: debate over vitamin d, dogs sniff out covid",1
2073,"gold nanosensor spots difference between dengue, zika",1
2074,"njit researchers develop easier and faster way to quantify, explore therapeutic proteins",1
2075,big tech is using the pandemic to push dangerous new forms of surveillance,1
2076,africa: 'let's use the interconnectedness that spread covid-19 to fight it',1
2077,a vital hack could turn medical devices into ventilators,1
2078,test by sneezing onto phone?,1
2079,most covid-19 smartphone apps dont promise privacy protection: study,1
2080,a device that òsmells covid-19 could help avoid future lockdowns,1
2081,race for a covid-19 vaccine has drug makers scaling up manufacturing î before one is developed,1
2082,secure contact tracing needs more transparent development,1
2083,researchers develop anti-bacterial graphene face masks,1
2084,neutrons probe biological materials for insights into covid-19 virus infection,1
2085,virgin galactic flight test program update: spaceshiptwo preparing for second test flight from new mexico - financial post,1
2086,looking for a face mask? this marketplace is the best place to find one,1
2087,apple launches covid-19 òexposure notification express with ios 13.7 ì android to follow later this month,1
2088,governments could track covid-19 lockdowns through social media posts - cnet,1
2089,the new diagnostics marketplace in a post-covid-19 world,1
2090,can art therapy combat depression during self-isolation and social distancing?,1
2091,coronavirus | who: indoor airborne spread of virus possible,1
2092,covid-19 treatment: new findings may bring researchers a step closer - medical news today,1
2093,researchers funded by morris animal foundation make breakthrough in fatal cat disease,1
2094,the hunt for a coronavirus cure is showing how science can change for the better,1
2095,"in deadly covid-19 lung inflammation, bu researchers discover a culprit in nfkb",1
2096,{tidycovid19}: new data and documentation,1
2097,wearable tech can spot coronavirus symptoms before you even realize youre sick - the washington post,1
2098,wearable tech can spot coronavirus symptoms before you even realize you're sick. here's how. - roanoke times,1
2099,sprayable sensors make any surface interactive,1
2100,how to safely store your nudes,1
2101,the dirtiest place in an airport is the one spot people cant avoid,1
2102,"coronavirus may infect heart cells of covid-19 patients, scientists say",1
2103,dogs trained to sniff out covid-19 infections did so with 94% accuracy in a recent study,1
2104,a biomedical engineer created a mask coated in salt that he says could neutralize viruses like the coronavirus in 5 minutes,1
2105,coronavirus: false and misleading claims about vaccines debunked,1
2106,rethinking business resilience in the midst of the coronavirus outbreak,1
2107,exclusive: fda widens u.s. safety inquiry into astrazeneca coronavirus vaccine - sources - reuters,1
2108,"j&j reaches $1b deal with us for covid-19 vaccine, 100m experimental doses - fox business",1
2109,"a potential coronavirus treatment just suffered an early setback, and researchers are now focusing their efforts on the sickest covid-19 patients",1
2110,people with no symptoms may spread covid as easily as those with them - devon live,1
2111,stanford teams up with fitbit to develop wearables that detect coronavirus symptoms,1
2112,"loss of smell is clearer sign of covid than a cough or fever, say experts - the sun",1
2113,pocket-sized device tests dna in blood samples for genetic conditions,1
2114,"facial recognition is no match for face masks, but things are changing fast",1
2115,"patients' breathing test comes up short on accuracy, study finds",1
2116,spit shines for easier coronavirus testing,1
2117,"if youre passionate about democracy, this vote mask should be right up your alley",1
2118,the latest on the coronavirus outbreak for sept. 25 - cbc.ca,1
2119,researchers develop experimental rapid covid-19 test using nanoparticle technique,1
2120,"the risk of catching covid-19 in a hotel room is very low if it's properly cleaned, experts say",1
2121,the promise of a virus-fighting biotech,1
2122,"distancing works, n95 respirators work better - medscape",1
2123,fauci says remsdesivir reduces recovery time for coronavirus patients,1
2124,scientists want to see the evidence that shows remdesivir works for covid-19,1
2125,5 extraordinary measures we should take to help health workers fight covid-19,1
2126,'this virus nearly killed me': chandler doctor survives coronavirus after 55 days in the hospital,1
2127,"facing covid-19 in italy î ethics, logistics, and therapeutics on the epidemics front line",1
2128,the unsung heroes of the covid-19 crisis? robots,1
2129,medical companies quickly pivoting - los angeles business journal,1
2130,"when italy went into lockdown, scientists from all over the world came together as friends to fight covid-19",1
2131,does tech hold key to lockdown exit? - the irish news,1
2132,pointclickcare to provide de-identified clinical data to industry-wide covid-19 research database,1
2133,what coronavirus researchers can learn from economists,1
2134,this is the good coronavirus news the world needs right now,1
2135,"3 mild symptoms could predict which coronavirus patients develop severe lung disease, research suggests î including body aches",1
2136,ventilation systems can change spread of potential viral particles indoors: study,1
2137,rising icu bed use 'a big red flag',1
2138,defense production act invoked after trump balks at $1 billion ventilator price tag from gm: report,1
2139,ventilator shortage worries coronavirus fighters,1
2140,"dyson, airbus, mclaren making coronavirus ventilators, uk joins eu effort",1
2141,we need more ventilators. heres what it will take to get them.,1
2142,usa tried to build new fleet of ventilators. mission failed...,1
2143,how the seats in an f-150 helped ford make ventilators and respirators - cnet,1
2144,who òwelcomes results of covid-19 drug trial,1
2145,"equipment makers hinder repairs of ventilators, critics say",1
2146,ventilators: why it is so hard to produce what's needed to tackle coronavirus,1
2147,the crusaders: 10 indian startups fighting the pandemic with cutting-edge tech - inc42 media,1
2148,a doctors coronavirus challenge: reimagine the ventilator,1
2149,open-source firmware turns cpap machines into coronavirus ventilators,1
2150,7 bold pivots by businesses during coronavirus pandemic,1
2151,gm boosts ventilator production for coronavirus-swamped hospitals - fox business,1
2152,the c.e.o. at the center of new yorks coronavirus crisis,1
2153,more lifesaving ventilators are available. hospitals cant afford them. - the washington post,1
2154,"the u.s. has a classified stockpile of ventilators and masks, but it wont save us from coronavirus",1
2155,"in a coronavirus crisis, who deserves a ventilator?",1
2156,monday morning update 3/30/20,1
2157,"covid-19 in karnataka: shortage of ppe kits, unequal distribution of resources put health workers in line of fire",1
2158,"bolinas, california, the town that tested itself for the coronavirus",1
2159,"in five days, dea lost half her family to coronavirus. now she's fighting covid-19 alone in isolation",1
2160,can air conditioning spread coronavirus?¬†here's what to know.,1
2161,a nurse without an n95 mask raced in to treat a 'code blue' patient. she died 14 days later,1
2162,are hospitals near me ready for coronavirus? here are nine different scenarios.,1
2163,robots are playing many roles in the coronavirus crisis √¢¬ì and offering lessons for future disasters,1
2164,hospitals show resistance to standard rates for covid-19 treatment,1
2165,coronavirus: irish doctors devise early-warning system,1
2166,does wearing a facemask really curb coronavirus outbreaks? rates in other countries suggest they do,1
2167,evidence suggests even those with mild covid-19 symptoms can be left with long-term damage to organs,1
2168,we dont know how to treat this. doctors and patients in russia are fighting for coronavirus drugs that hardly help anyone,1
2169,cheap drug appears to cut covid deaths by 30 percent,1
2170,why covid-19 infections affect people differently - quartz,1
2171,"'covid patients from outside straining mumbai hospitals, city is prepared'",1
2172,'breakthrough' as cheap steroid found to reduce deaths by a third in severe cases,1
2173,steroids confirmed to help severely ill coronavirus patients - ctv news,1
2174,can coronavirus really last in the air for three hours?,1
2175,òmajor breakthrough as cheap drug found to reduce covid-19 death rate,1
2176,"""best news so far"": uk hails steroid treatment for coronavirus",1
2177,who gets the ventilator? uk doctors contemplate covid19 care choices,1
2178,who gets the ventilator? doctors could face harrowing coronavirus care choices,1
2179,"another covid mystery: patients survive ventilator, but linger in a coma",1
2180,higher mortality rate in ventilated covid-19 patients,1
2181,improved survival rate in covid patients brings boost in demand for indias rs 105-cr dexamethasone market,1
2182,hiv drug not effective for hospitalised covid patients not on ventilator: researchers,1
2183,mesoblast (meso) q4 2020 earnings call transcript,1
2184,athersys (athx) q2 2020 earnings call transcript,1
2185,edited transcript of athx earnings conference call or presentation 16-mar-20 8:30pm gmt,1
2186,doctor collects 650 tablets so covid-19 patients can say final goodbyes,1
2187,how should we allocate scarce medical resources?,1
2188,no change in spb health status,1
2189,general motors aims to start churning out ventilators by mid-april,1
2190,gm accelerates 3d printing capability with stratasys for business agility and efficiency - kankakee daily journal,1
2191,us shortage of ventilators for patients and protective gear for healthcare workers,1
2192,how does a car company make a ventilator?,1
2193,medtech: supply chains and manufacturing after covid-19 - med-tech innovation,1
2194,[reports] a rapidly deployable individualized system for augmenting ventilator capacity,1
2195,goodcell developing first commercial covid-19 susceptibility test,1
2196,the time to decide on end-of-life care is now î when you're not sick,1
2197,we work with more than 200 nhs trusts ì they are holding firm under pressure but the real test is coming,1
2198,gm accelerates 3d printing capability with stratasys for business agility and efficiency,1
2199,how to remove organizational and data silos in the electronics supply chain,1
2200,a digital manufacturer looks at whats next after covid-19,1
2201,drug shortage experts: what consumers need to know during the coronavirus pandemic,1
2202,huami n95 mask that allows face unlock in the works,1
